"TIA","Albania","AIR BP-A/BP PRODUCTS NORTH AMERICA INC(BP OIL CO)/",1,4.18233,"**Due to the dynamic nature of the exemptions granted to many operators, the Contract Price does not reflect V.A.T. / G.S.T., Mineral Oil Taxes, Federal Excise Taxes or other taxes to which an operator may be exempt.  Please contact your salesperson or World Fuel Services if you require assistance in generating a fuel price estimate.** **Price for fuel item: JET FUEL**","Please note that the only card BP accept is their own Sterling Card therefor please pre-arrange fuel.///VAT applies for domestic flights. Able to access the military apron","15-JAN-2019"
"PIE","United States","SIGNATURE FLIGHT SUPPORT-A/SIGNATURE FLIGHT SUPPORT/TRUCK",1,5.67848," **Price for fuel item: JET FUEL**","HOURS: 0500 to 2200... 7 days per week....After hours service available ...///....ASRI 130.375","22-JAN-2019"
"PIE","United States","SIGNATURE FLIGHT SUPPORT-A/SIGNATURE FLIGHT SUPPORT/TRUCK",301,5.49848," **Price for fuel item: JET FUEL**","HOURS: 0500 to 2200... 7 days per week....After hours service available ...///....ASRI 130.375","22-JAN-2019"
"PIE","United States","SIGNATURE FLIGHT SUPPORT-A/SIGNATURE FLIGHT SUPPORT/TRUCK",1201,5.05848," **Price for fuel item: JET FUEL**","HOURS: 0500 to 2200... 7 days per week....After hours service available ...///....ASRI 130.375","22-JAN-2019"
"PIH","United States","POCATELLO AVCENTER-A/AVFUEL CORP/",1,4.45024," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP ONLY 3) Additional Information: PRIST: Available, Callout fee: $100 For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-JAN-2019"
"PIR","United States","CAPITAL CITY AIR-A/PHILLIPS 66 COMPANY/",1,5.5091," **Price for fuel item: JET FUEL**",">>>>> COMM LEAR AND UP <<<<< SUBJECT TO A FLAT FEE OF $50.00 FOR UNDER 100 GAL PLUS THE I/P FEE 1- HRS = 0600 - 2100 DAILY AFTER HOURS - THERE WILL BE A CALL OUT FEE ADDED UNICOM NUMBER 122.95","15-JAN-2019"
"PIR","United States","CAPITAL CITY AIR-A/PHILLIPS 66 COMPANY/",100,5.5091," **Price for fuel item: JET FUEL**",">>>>> COMM LEAR AND UP <<<<< SUBJECT TO A FLAT FEE OF $50.00 FOR UNDER 100 GAL PLUS THE I/P FEE 1- HRS = 0600 - 2100 DAILY AFTER HOURS - THERE WILL BE A CALL OUT FEE ADDED UNICOM NUMBER 122.95","15-JAN-2019"
"PIR","United States","CAPITAL CITY AIR-A/PHILLIPS 66 COMPANY/",251,5.2591," **Price for fuel item: JET FUEL**",">>>>> COMM LEAR AND UP <<<<< SUBJECT TO A FLAT FEE OF $50.00 FOR UNDER 100 GAL PLUS THE I/P FEE 1- HRS = 0600 - 2100 DAILY AFTER HOURS - THERE WILL BE A CALL OUT FEE ADDED UNICOM NUMBER 122.95","15-JAN-2019"
"PIR","United States","CAPITAL CITY AIR-A/PHILLIPS 66 COMPANY/",501,5.0091," **Price for fuel item: JET FUEL**",">>>>> COMM LEAR AND UP <<<<< SUBJECT TO A FLAT FEE OF $50.00 FOR UNDER 100 GAL PLUS THE I/P FEE 1- HRS = 0600 - 2100 DAILY AFTER HOURS - THERE WILL BE A CALL OUT FEE ADDED UNICOM NUMBER 122.95","15-JAN-2019"
"PIR","United States","CAPITAL CITY AIR-A/PHILLIPS 66 COMPANY/",751,4.7591," **Price for fuel item: JET FUEL**",">>>>> COMM LEAR AND UP <<<<< SUBJECT TO A FLAT FEE OF $50.00 FOR UNDER 100 GAL PLUS THE I/P FEE 1- HRS = 0600 - 2100 DAILY AFTER HOURS - THERE WILL BE A CALL OUT FEE ADDED UNICOM NUMBER 122.95","15-JAN-2019"
"PIT","United States","ATLANTIC AVIATION-A/WORLD FUEL SERVICES INC/TRUCK",1,6.09366," **Price for fuel item: JET FUEL**","N/A","21-JAN-2019"
"PIT","United States","ATLANTIC AVIATION-A/WORLD FUEL SERVICES INC/TRUCK",301,6.04366," **Price for fuel item: JET FUEL**","N/A","21-JAN-2019"
"PIT","United States","ATLANTIC AVIATION-A/WORLD FUEL SERVICES INC/TRUCK",501,5.99366," **Price for fuel item: JET FUEL**","N/A","21-JAN-2019"
"PIT","United States","ATLANTIC AVIATION-A/WORLD FUEL SERVICES INC/TRUCK",1001,5.89366," **Price for fuel item: JET FUEL**","N/A","21-JAN-2019"
"PIT","United States","ATLANTIC AVIATION-A/WORLD FUEL SERVICES INC/TRUCK",1501,5.79366," **Price for fuel item: JET FUEL**","N/A","21-JAN-2019"
"PKD","United States","PARK RAPIDS AVIATION INC-A/AVFUEL CORP/",1,4.69643," **Price for fuel item: JETA-ADDITIVE **","1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP ONLY 3) Additional Information: PRIST: Included in JET-A, Callout fee: $50 For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-JAN-2019"
"PLN","United States","PELLSTON REGIONAL AIRPORT-A/AVFUEL CORP/",1,5.48242," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP ONLY 3) Additional Information: PRIST: Included in JET-A, Callout fee: $250 For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-JAN-2019"
"PLN","United States","PELLSTON REGIONAL AIRPORT-A/AVFUEL CORP/",300,5.37642," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP ONLY 3) Additional Information: PRIST: Included in JET-A, Callout fee: $250 For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-JAN-2019"
"PLN","United States","PELLSTON REGIONAL AIRPORT-A/AVFUEL CORP/",500,5.27042," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP ONLY 3) Additional Information: PRIST: Included in JET-A, Callout fee: $250 For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-JAN-2019"
"PLN","United States","PELLSTON REGIONAL AIRPORT-A/AVFUEL CORP/",1000,5.00542," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP ONLY 3) Additional Information: PRIST: Included in JET-A, Callout fee: $250 For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-JAN-2019"
"PLY","United States","CITY OF PLYMOUTH -A/AVFUEL CORP/",1,3.91106," **Price for fuel item: JETA-ADDITIVE **","1) Minimum Notice Required: None 2) Ramps serviced: Own ramp only 3) Additional Information: PRIST: Premixed For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-JAN-2019"
"PNC","United States","GREENWOOD AVIATION-A/PHILLIPS 66 COMPANY/",1,3.62479," **Price for fuel item: JET FUEL**","HRS = Summer 0700 - 2000, Winter 0700 - 1900 Daily +++ $50.00 After Hrs Call Out Fee +++","15-JAN-2019"
"PNC","United States","GREENWOOD AVIATION-A/PHILLIPS 66 COMPANY/",501,3.58479," **Price for fuel item: JET FUEL**","HRS = Summer 0700 - 2000, Winter 0700 - 1900 Daily +++ $50.00 After Hrs Call Out Fee +++","15-JAN-2019"
"PNC","United States","GREENWOOD AVIATION-A/PHILLIPS 66 COMPANY/",801,3.53479," **Price for fuel item: JET FUEL**","HRS = Summer 0700 - 2000, Winter 0700 - 1900 Daily +++ $50.00 After Hrs Call Out Fee +++","15-JAN-2019"
"PNE","United States","NORTH PHILADELPHIA JET CENTER-A/NORTH PHILADELPHIA JET CENTER/",1,99999,"Price expired, Please contact World Fuel Services for updated price. **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own ramp only 3) Additional Information: PRIST: Available, Callout fee:$40 For more information please contact your local fuel logistics team on fuel24@wfscorp.com","10-OCT-2018"
"PNE","United States","NORTH PHILADELPHIA JET CENTER-A/NORTH PHILADELPHIA JET CENTER/",400,99999,"Price expired, Please contact World Fuel Services for updated price. **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own ramp only 3) Additional Information: PRIST: Available, Callout fee:$40 For more information please contact your local fuel logistics team on fuel24@wfscorp.com","10-OCT-2018"
"PNE","United States","NORTH PHILADELPHIA JET CENTER-A/NORTH PHILADELPHIA JET CENTER/",1000,99999,"Price expired, Please contact World Fuel Services for updated price. **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own ramp only 3) Additional Information: PRIST: Available, Callout fee:$40 For more information please contact your local fuel logistics team on fuel24@wfscorp.com","10-OCT-2018"
"PNE","United States","NORTH PHILADELPHIA JET CENTER-A/NORTH PHILADELPHIA JET CENTER/",1500,99999,"Price expired, Please contact World Fuel Services for updated price. **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own ramp only 3) Additional Information: PRIST: Available, Callout fee:$40 For more information please contact your local fuel logistics team on fuel24@wfscorp.com","10-OCT-2018"
"PNE","United States","NORTH PHILADELPHIA JET CENTER-A/NORTH PHILADELPHIA JET CENTER/",2000,99999,"Price expired, Please contact World Fuel Services for updated price. **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own ramp only 3) Additional Information: PRIST: Available, Callout fee:$40 For more information please contact your local fuel logistics team on fuel24@wfscorp.com","10-OCT-2018"
"PNE","United States","ATLANTIC AVIATION-A/ATLANTIC AVIATION FLIGHT SUPPORT INC/TRUCK",1,6.27312," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own ramp/GA 3) Additional Information: PRIST: Available For more information please contact your local fuel logistics team on fuel24@wfscorp.com","16-JAN-2019"
"PNE","United States","ATLANTIC AVIATION-A/ATLANTIC AVIATION FLIGHT SUPPORT INC/TRUCK",300,6.17312," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own ramp/GA 3) Additional Information: PRIST: Available For more information please contact your local fuel logistics team on fuel24@wfscorp.com","16-JAN-2019"
"PNE","United States","ATLANTIC AVIATION-A/ATLANTIC AVIATION FLIGHT SUPPORT INC/TRUCK",500,5.89312," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own ramp/GA 3) Additional Information: PRIST: Available For more information please contact your local fuel logistics team on fuel24@wfscorp.com","16-JAN-2019"
"PNE","United States","ATLANTIC AVIATION-A/ATLANTIC AVIATION FLIGHT SUPPORT INC/TRUCK",1000,5.47312," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own ramp/GA 3) Additional Information: PRIST: Available For more information please contact your local fuel logistics team on fuel24@wfscorp.com","16-JAN-2019"
"PNE","United States","ATLANTIC AVIATION-A/ATLANTIC AVIATION FLIGHT SUPPORT INC/TRUCK",1500,5.12312," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own ramp/GA 3) Additional Information: PRIST: Available For more information please contact your local fuel logistics team on fuel24@wfscorp.com","16-JAN-2019"
"PNE","United States","ATLANTIC AVIATION-A/ATLANTIC AVIATION FLIGHT SUPPORT INC/TRUCK",2000,4.82312," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own ramp/GA 3) Additional Information: PRIST: Available For more information please contact your local fuel logistics team on fuel24@wfscorp.com","16-JAN-2019"
"PNS","United States","PENSACOLA AVN CENTER-A/AVFUEL CORP/TRUCK",1,5.08696," **Price for fuel item: JET FUEL**","*","15-JAN-2019"
"PNS","United States","INNISFREE JET CENTER-A/PHILLIPS 66 COMPANY/",1,5.10308," **Price for fuel item: JET FUEL**","N/A","15-JAN-2019"
"POU","United States","FLIGHT LEVEL DUTCHESS-A/EASTERN AVIATION FUELS INC/",1,5.80368," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own ramp only 3) Additional Information: PRIST: Available, Callout fee: $150 first 2 hours, $75 every hour after For more information please contact your local fuel logistics team on fuel24@wfscorp.com","21-JAN-2019"
"POU","United States","FLIGHT LEVEL DUTCHESS-A/EASTERN AVIATION FUELS INC/",401,5.6993," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: Own ramp only 3) Additional Information: PRIST: Available, Callout fee: $150 first 2 hours, $75 every hour after For more information please contact your local fuel logistics team on fuel24@wfscorp.com","21-JAN-2019"
"PPA","United States","PAMPA AIRCRAFT-A/AVFUEL CORP/",1,3.58652," **Price for fuel item: JETA-ADDITIVE **","1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP ONLY 3) Additional Information: PRIST: Included in JET-A, Callout fee: Yes For more information please contact your local fuel logistics team on fuel24@wfscorp.com","21-JAN-2019"
"PPF","United States","GALAXY AIR SERVICES-A/PHILLIPS 66 COMPANY/",1,4.59288," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP ONLY 3) Additional Information: PRIST: Included in JET-A, Callout fee: Yes, $100 For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-JAN-2019"
"PPM","United States","SHELTAIR AVIATION SERVICES-A/AVFUEL CORP/",1,4.91598," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP ONLY 3) Additional Information: PRIST: $0.07 per gal For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-JAN-2019"
"PPM","United States","SHELTAIR AVIATION SERVICES-A/AVFUEL CORP/",301,4.71598," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP ONLY 3) Additional Information: PRIST: $0.07 per gal For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-JAN-2019"
"PPM","United States","SHELTAIR AVIATION SERVICES-A/AVFUEL CORP/",601,4.51598," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP ONLY 3) Additional Information: PRIST: $0.07 per gal For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-JAN-2019"
"PPM","United States","SHELTAIR AVIATION SERVICES-A/AVFUEL CORP/",1001,4.31598," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP ONLY 3) Additional Information: PRIST: $0.07 per gal For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-JAN-2019"
"PQI","United States","CITY OF PRESQUE ISLE/GENERAL AVIA.-A/AVFUEL CORP/",1,4.07276," **Price for fuel item: JET FUEL**","N/A","21-JAN-2019"
"PQI","United States","CITY OF PRESQUE ISLE/GENERAL AVIA.-A/AVFUEL CORP/",1001,4.03276," **Price for fuel item: JET FUEL**","N/A","21-JAN-2019"
"PQI","United States","CITY OF PRESQUE ISLE/GENERAL AVIA.-A/AVFUEL CORP/",3001,4.00276," **Price for fuel item: JET FUEL**","N/A","21-JAN-2019"
"PQI","United States","CITY OF PRESQUE ISLE/GENERAL AVIA.-A/AVFUEL CORP/",4001,3.98276," **Price for fuel item: JET FUEL**","N/A","21-JAN-2019"
"PRB","United States","ACI JET-A/AVFUEL CORP/",1,5.04418," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP ONLY 3) Additional Information: PRIST: Available, Callout fee: Yes, $150 first 2 hours, $65 per hour after For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-JAN-2019"
"PRB","United States","ACI JET-A/AVFUEL CORP/",500,4.79418," **Price for fuel item: JET FUEL**","1) Minimum Notice Required: None 2) Ramps serviced: OWN RAMP ONLY 3) Additional Information: PRIST: Available, Callout fee: Yes, $150 first 2 hours, $65 per hour after For more information please contact your local fuel logistics team on fuel24@wfscorp.com","15-JAN-2019"
"PRC","United States","PRESCOTT AVIATION FUEL, LLC-A/PRESCOTT AVIATION FUEL, LLC/",1,5.46476," **Price for fuel item: JET FUEL**","N/A","02-JAN-2019"
"PRO","United States","WALTER AVIATION PERRY-A/AVFUEL CORP/",1,4.1458," **Price for fuel item: JETA-ADDITIVE **","N/A","21-JAN-2019"
"PRO","United States","WALTER AVIATION PERRY-A/AVFUEL CORP/",100,4.0458," **Price for fuel item: JETA-ADDITIVE **","N/A","21-JAN-2019"
"PRO","United States","WALTER AVIATION PERRY-A/AVFUEL CORP/",200,3.9458," **Price for fuel item: JETA-ADDITIVE **","N/A","21-JAN-2019"
"PRO","United States","WALTER AVIATION PERRY-A/AVFUEL CORP/",300,3.8458," **Price for fuel item: JETA-ADDITIVE **","N/A","21-JAN-2019"
"PRO","United States","WALTER AVIATION PERRY-A/AVFUEL CORP/",400,3.7458," **Price for fuel item: JETA-ADDITIVE **","N/A","21-JAN-2019"
"PRO","United States","WALTER AVIATION PERRY-A/AVFUEL CORP/",500,3.6458," **Price for fuel item: JETA-ADDITIVE **","N/A","21-JAN-2019"
"PSC","United States","BERGSTROM AIRCRAFT-A/PHILLIPS 66 COMPANY/TRUCK",1,4.56278," **Price for fuel item: JET FUEL**","HOURS : 7 DAYS A WEEK - 0700 to 2100 LOCAL // FREQUENCY: 122.95","15-JAN-2019"
"PSC","United States","BERGSTROM AIRCRAFT-A/PHILLIPS 66 COMPANY/TRUCK",301,4.50848," **Price for fuel item: JET FUEL**","HOURS : 7 DAYS A WEEK - 0700 to 2100 LOCAL // FREQUENCY: 122.95","15-JAN-2019"
"PSC","United States","BERGSTROM AIRCRAFT-A/PHILLIPS 66 COMPANY/TRUCK",501,4.45418," **Price for fuel item: JET FUEL**","HOURS : 7 DAYS A WEEK - 0700 to 2100 LOCAL // FREQUENCY: 122.95","15-JAN-2019"
